video_id,file_name,source_path,relative_path,file_exists,file_size_bytes,duration_seconds_matrix,duration_seconds_ffprobe,resolution_matrix,resolution_ffprobe,aspect_ratio_matrix,fps,video_codec,audio_present,audio_codec,ffprobe_status,ffprobe_error,ffmpeg_decode_status,ffmpeg_decode_error,frame_timecodes,contact_sheet_created,contact_sheet_status,contact_sheet_path_local_ignored,metadata_validation_note
fv_0041,一个瑜伽小球肚子平了臀饱满6.10.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球肚子平了臀饱满6.10.mp4,已发/一个瑜伽小球肚子平了臀饱满6.10.mp4,true,20133263,15.58,15.580,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.804；00:00:04.986；00:00:07.478；00:00:09.971；00:00:12.464；00:00:15.230,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0041.jpg,technical_validation_only_not_content_validation
fv_0042,一个瑜伽小球肚子平了臀饱满了6.17.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球肚子平了臀饱满了6.17.mp4,已发/一个瑜伽小球肚子平了臀饱满了6.17.mp4,true,21951308,16.904,16.904,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:03.043；00:00:05.409；00:00:08.114；00:00:10.819；00:00:13.523；00:00:16.554,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0042.jpg,technical_validation_only_not_content_validation
fv_0043,一个瑜伽球练出八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽球练出八爪鱼.mp4,已发/一个瑜伽球练出八爪鱼.mp4,true,13418700,13.142,13.142,720x1280,720x1280,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.366；00:00:04.205；00:00:06.308；00:00:08.411；00:00:10.514；00:00:12.792,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0043.jpg,technical_validation_only_not_content_validation
fv_0044,一分钟握力测试多少次才算及格呢 切片.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一分钟握力测试多少次才算及格呢 切片.mp4,已发/一分钟握力测试多少次才算及格呢 切片.mp4,true,190330010,151.742,151.742,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:27.314；00:00:48.557；00:01:12.836；00:01:37.115；00:02:01.394；00:02:31.392,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0044.jpg,technical_validation_only_not_content_validation
fv_0045,一咳嗽就失控这个动作告别尴尬.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一咳嗽就失控这个动作告别尴尬.mp4,已发/一咳嗽就失控这个动作告别尴尬.mp4,true,60822104,48.135,48.135,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:08.664；00:00:15.403；00:00:23.105；00:00:30.806；00:00:38.508；00:00:47.785,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0045.jpg,technical_validation_only_not_content_validation
fv_0046,一招动态臀桥收腰收胯收盆底6.4（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一招动态臀桥收腰收胯收盆底6.4（3）.mp4,已发/一招动态臀桥收腰收胯收盆底6.4（3）.mp4,true,42879470,34.087,34.087,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:06.136；00:00:10.908；00:00:16.362；00:00:21.816；00:00:27.270；00:00:33.737,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0046.jpg,technical_validation_only_not_content_validation
fv_0047,三个动作帮你唤醒身体好状态.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/三个动作帮你唤醒身体好状态.mp4,已发/三个动作帮你唤醒身体好状态.mp4,true,22680397,17.345,17.345,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:03.122；00:00:05.550；00:00:08.326；00:00:11.101；00:00:13.876；00:00:16.995,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0047.jpg,technical_validation_only_not_content_validation
fv_0048,不管生了几个就练这几个动作6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/不管生了几个就练这几个动作6.15.mp4,已发/不管生了几个就练这几个动作6.15.mp4,true,31206382,24.334,24.334,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:04.380；00:00:07.787；00:00:11.680；00:00:15.574；00:00:19.467；00:00:23.984,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0048.jpg,technical_validation_only_not_content_validation
fv_0049,产后假跨宽这一式越练越J.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后假跨宽这一式越练越J.mp4,已发/产后假跨宽这一式越练越J.mp4,true,33503459,26.633,26.633,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:04.794；00:00:08.523；00:00:12.784；00:00:17.045；00:00:21.306；00:00:26.283,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0049.jpg,technical_validation_only_not_content_validation
fv_0050,产后小腹下垂练这一式收固盆底.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后小腹下垂练这一式收固盆底.mp4,已发/产后小腹下垂练这一式收固盆底.mp4,true,91887302,73.468,73.468,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:13.224；00:00:23.510；00:00:35.265；00:00:47.020；00:00:58.774；00:01:13.118,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0050.jpg,technical_validation_only_not_content_validation
fv_0051,产后尴尬漏氵一个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后尴尬漏氵一个动作帮你改变.mp4,已发/产后尴尬漏氵一个动作帮你改变.mp4,true,78721695,62.322,62.322,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:11.218；00:00:19.943；00:00:29.915；00:00:39.886；00:00:49.858；00:01:01.972,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0051.jpg,technical_validation_only_not_content_validation
fv_0052,产后尴尬漏氵只需一个小球帮你.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后尴尬漏氵只需一个小球帮你.mp4,已发/产后尴尬漏氵只需一个小球帮你.mp4,true,23751135,18.367,18.367,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:03.306；00:00:05.877；00:00:08.816；00:00:11.755；00:00:14.694；00:00:18.017,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0052.jpg,technical_validation_only_not_content_validation
fv_0053,产后扁平臀.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后扁平臀.mp4,已发/产后扁平臀.mp4,true,26186243,20.085,20.085,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:03.615；00:00:06.427；00:00:09.641；00:00:12.854；00:00:16.068；00:00:19.735,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0053.jpg,technical_validation_only_not_content_validation
fv_0054,产后漏尿尴尬.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后漏尿尴尬.mp4,已发/产后漏尿尴尬.mp4,true,29740340,22.848,22.848,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:04.113；00:00:07.311；00:00:10.967；00:00:14.623；00:00:18.278；00:00:22.498,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0054.jpg,technical_validation_only_not_content_validation
fv_0055,产后漏水不用愁一个小球帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后漏水不用愁一个小球帮你改变.mp4,已发/产后漏水不用愁一个小球帮你改变.mp4,true,32594077,25.472,25.472,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:04.585；00:00:08.151；00:00:12.227；00:00:16.302；00:00:20.378；00:00:25.122,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0055.jpg,technical_validation_only_not_content_validation
fv_0056,产后盆底高张一个动作帮你改善.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后盆底高张一个动作帮你改善.mp4,已发/产后盆底高张一个动作帮你改善.mp4,true,27976658,21.548,21.548,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:03.879；00:00:06.895；00:00:10.343；00:00:13.791；00:00:17.238；00:00:21.198,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0056.jpg,technical_validation_only_not_content_validation
fv_0057,产后膨出脱垂只需一个动作搞定.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后膨出脱垂只需一个动作搞定.mp4,已发/产后膨出脱垂只需一个动作搞定.mp4,true,93206757,74.048,74.048,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:13.329；00:00:23.695；00:00:35.543；00:00:47.391；00:00:59.238；00:01:13.698,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0057.jpg,technical_validation_only_not_content_validation
fv_0058,产后臀凹陷一个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后臀凹陷一个动作帮你改变.mp4,已发/产后臀凹陷一个动作帮你改变.mp4,true,16902223,12.98,12.980,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.336；00:00:04.154；00:00:06.230；00:00:08.307；00:00:10.384；00:00:12.630,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0058.jpg,technical_validation_only_not_content_validation
fv_0059,产后骨盆外翻一个动作告别困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后骨盆外翻一个动作告别困扰.mp4,已发/产后骨盆外翻一个动作告别困扰.mp4,true,52269578,41.355,41.355,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:07.444；00:00:13.234；00:00:19.850；00:00:26.467；00:00:33.084；00:00:41.005,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0059.jpg,technical_validation_only_not_content_validation
fv_0060,产后骨盆外翻一个动作帮你回正6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后骨盆外翻一个动作帮你回正6.11.mp4,已发/产后骨盆外翻一个动作帮你回正6.11.mp4,true,94219972,74.977,74.977,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:13.496；00:00:23.993；00:00:35.989；00:00:47.985；00:00:59.982；00:01:14.627,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0060.jpg,technical_validation_only_not_content_validation
fv_0061,会跳舞的臀你想拥有吗？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/会跳舞的臀你想拥有吗？.mp4,已发/会跳舞的臀你想拥有吗？.mp4,true,13539833,10.634,10.634,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:00.851；00:00:01.914；00:00:03.403；00:00:05.104；00:00:06.806；00:00:08.507；00:00:10.284,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0061.jpg,technical_validation_only_not_content_validation
fv_0062,会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,已发/会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,true,14014858,10.634,10.634,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:00.851；00:00:01.914；00:00:03.403；00:00:05.104；00:00:06.806；00:00:08.507；00:00:10.284,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0062.jpg,technical_validation_only_not_content_validation
fv_0063,停水停电这个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/停水停电这个动作帮你改变.mp4,已发/停水停电这个动作帮你改变.mp4,true,81093759,63.298,63.298,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:11.394；00:00:20.255；00:00:30.383；00:00:40.511；00:00:50.638；00:01:02.948,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0063.jpg,technical_validation_only_not_content_validation
fv_0064,前壁膨出一个小球帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/前壁膨出一个小球帮你改变.mp4,已发/前壁膨出一个小球帮你改变.mp4,true,56510512,44.605,44.605,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:08.029；00:00:14.274；00:00:21.410；00:00:28.547；00:00:35.684；00:00:44.255,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0064.jpg,technical_validation_only_not_content_validation
fv_0065,口子闭合不上一个小球告别困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/口子闭合不上一个小球告别困扰.mp4,已发/口子闭合不上一个小球告别困扰.mp4,true,61206287,48.181,48.181,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:08.673；00:00:15.418；00:00:23.127；00:00:30.836；00:00:38.545；00:00:47.831,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0065.jpg,technical_validation_only_not_content_validation
fv_0066,只练这几个动作拥有八爪鱼般抓握力6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只练这几个动作拥有八爪鱼般抓握力6.15.mp4,已发/只练这几个动作拥有八爪鱼般抓握力6.15.mp4,true,21136990,16.648,16.648,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.997；00:00:05.327；00:00:07.991；00:00:10.655；00:00:13.318；00:00:16.298,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0066.jpg,technical_validation_only_not_content_validation
fv_0067,只需一个动作小腹凸出不见了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作小腹凸出不见了.mp4,已发/只需一个动作小腹凸出不见了.mp4,true,55385840,42.91,42.910,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:07.724；00:00:13.731；00:00:20.597；00:00:27.462；00:00:34.328；00:00:42.560,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0067.jpg,technical_validation_only_not_content_validation
fv_0068,只需一个动作收腰收胯收盆底.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作收腰收胯收盆底.mp4,已发/只需一个动作收腰收胯收盆底.mp4,true,41043301,32.252,32.252,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:05.805；00:00:10.321；00:00:15.481；00:00:20.641；00:00:25.802；00:00:31.902,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0068.jpg,technical_validation_only_not_content_validation
fv_0069,只需一个动作改善悬垂腹内压力6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作改善悬垂腹内压力6.15.mp4,已发/只需一个动作改善悬垂腹内压力6.15.mp4,true,15794899,12.608,12.608,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.269；00:00:04.035；00:00:06.052；00:00:08.069；00:00:10.086；00:00:12.258,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0069.jpg,technical_validation_only_not_content_validation
fv_0070,只需一个动作盆底肌越练越紧.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作盆底肌越练越紧.mp4,已发/只需一个动作盆底肌越练越紧.mp4,true,36635797,28.282,28.282,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:05.091；00:00:09.050；00:00:13.575；00:00:18.100；00:00:22.626；00:00:27.932,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0070.jpg,technical_validation_only_not_content_validation
fv_0071,只需一个动作盆盆松练出少女腹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作盆盆松练出少女腹.mp4,已发/只需一个动作盆盆松练出少女腹.mp4,true,13657125,10.17,10.170,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:00.814；00:00:01.831；00:00:03.254；00:00:04.882；00:00:06.509；00:00:08.136；00:00:09.820,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0071.jpg,technical_validation_only_not_content_validation
fv_0072,只需一个动作练出会动的蜜桃臀6.12.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作练出会动的蜜桃臀6.12.mp4,已发/只需一个动作练出会动的蜜桃臀6.12.mp4,true,14934322,11.819,11.819,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:00.946；00:00:02.127；00:00:03.782；00:00:05.673；00:00:07.564；00:00:09.455；00:00:11.469,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0072.jpg,technical_validation_only_not_content_validation
fv_0073,只需一个动作肚子平了臀翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作肚子平了臀翘了.mp4,已发/只需一个动作肚子平了臀翘了.mp4,true,13232749,10.356,10.356,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:00.828；00:00:01.864；00:00:03.314；00:00:04.971；00:00:06.628；00:00:08.285；00:00:10.006,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0073.jpg,technical_validation_only_not_content_validation
fv_0074,只需一个动作腰细了盆底J致了6.12.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腰细了盆底J致了6.12.mp4,已发/只需一个动作腰细了盆底J致了6.12.mp4,true,15373344,11.819,11.819,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:00.946；00:00:02.127；00:00:03.782；00:00:05.673；00:00:07.564；00:00:09.455；00:00:11.469,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0074.jpg,technical_validation_only_not_content_validation
fv_0075,只需一个动作腰细了臀部翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腰细了臀部翘了.mp4,已发/只需一个动作腰细了臀部翘了.mp4,true,16801581,12.701,12.701,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.286；00:00:04.064；00:00:06.096；00:00:08.129；00:00:10.161；00:00:12.351,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0075.jpg,technical_validation_only_not_content_validation
fv_0076,只需一个动作腿细了胯缩小了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腿细了胯缩小了.mp4,已发/只需一个动作腿细了胯缩小了.mp4,true,46363393,36.641,36.641,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:06.595；00:00:11.725；00:00:17.588；00:00:23.450；00:00:29.313；00:00:36.291,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0076.jpg,technical_validation_only_not_content_validation
fv_0077,只需一个动作臀饱满了腰细了6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作臀饱满了腰细了6.11.mp4,已发/只需一个动作臀饱满了腰细了6.11.mp4,true,13722770,10.356,10.356,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:00.828；00:00:01.864；00:00:03.314；00:00:04.971；00:00:06.628；00:00:08.285；00:00:10.006,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0077.jpg,technical_validation_only_not_content_validation
fv_0078,只需一个动作臀饱满盆底肌J致了6.12.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作臀饱满盆底肌J致了6.12.mp4,已发/只需一个动作臀饱满盆底肌J致了6.12.mp4,true,17423831,13.816,13.816,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.487；00:00:04.421；00:00:06.632；00:00:08.842；00:00:11.053；00:00:13.466,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0078.jpg,technical_validation_only_not_content_validation
fv_0079,只需一个小球内脏下垂不见了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球内脏下垂不见了.mp4,已发/只需一个小球内脏下垂不见了.mp4,true,55156240,42.934,42.934,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:07.728；00:00:13.739；00:00:20.608；00:00:27.478；00:00:34.347；00:00:42.584,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0079.jpg,technical_validation_only_not_content_validation
fv_0080,只需一个小球告别跑跳漏水困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球告别跑跳漏水困扰.mp4,已发/只需一个小球告别跑跳漏水困扰.mp4,true,36271209,28.723,28.723,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:05.170；00:00:09.191；00:00:13.787；00:00:18.383；00:00:22.978；00:00:28.373,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0080.jpg,technical_validation_only_not_content_validation
fv_0081,只需一个小球拯救妈妈臀臀凹陷.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球拯救妈妈臀臀凹陷.mp4,已发/只需一个小球拯救妈妈臀臀凹陷.mp4,true,38141566,29.652,29.652,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:05.337；00:00:09.489；00:00:14.233；00:00:18.977；00:00:23.722；00:00:29.302,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0081.jpg,technical_validation_only_not_content_validation
fv_0082,只需一个小球练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球练出紧致的盆底肌.mp4,已发/只需一个小球练出紧致的盆底肌.mp4,true,49684991,38.777,38.777,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:06.980；00:00:12.409；00:00:18.613；00:00:24.817；00:00:31.022；00:00:38.427,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0082.jpg,technical_validation_only_not_content_validation
fv_0083,只需一个小球腰细了臀部翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球腰细了臀部翘了.mp4,已发/只需一个小球腰细了臀部翘了.mp4,true,16193309,12.655,12.655,1080x1920,1080x1920,9:16,30,h264,true,aac,success,,success,,00:00:00.000；00:00:01.000；00:00:02.278；00:00:04.050；00:00:06.074；00:00:08.099；00:00:10.124；00:00:12.305,yes,created,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/contact_sheets/fv_0083.jpg,technical_validation_only_not_content_validation
